original,second_part,noun_forms,lemma,genus,compound_forms,related_words,hypernyms,roots,en_hypernyms,concept,definition,path,wup,stem_cistem,stem_porter,stem_lancaster,stem_snowball,share_cistem,share_porter,share_lancaster,share_snowball,dist_stemmer,similar_words,manual_sentiment
klimalösegeld,chaos,['chaos'],chaos,n,['klimachaos'],"['Mischmasch', 'Wirrnis', 'Gewirr', 'Gemisch', 'Mix', 'chaotische Zustände', 'Sammelsurium', '(wüstes / regelloses / wildes) Durcheinander', 'Chaos', 'Gemenge', 'Salat', 'Umbruch', 'Unordnung', 'Wirrwarr', '(wilde) Mischung', 'Kuddelmuddel', 'Dschungel', 'Wust', 'Wirren', 'Tohuwabohu']",[],[],"['disorderliness', 'disorder', 'condition', 'status', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,"['eine verworrene Vielzahl von Dingen', 'ein Zustand der Verwirrung und Unordnung']",[],[],chao,chao,chao,chaos,,,,,,[],negative
klimamahnwache,crash,"['crash', 'crashs', 'crashes']",crash,m,"['klimacrash', 'klimacrashs', 'klimacrashes']","['Wertverlust', 'Absturz', 'Bluescreen', 'Börsencrash', 'Crash', 'Börsensturz', 'Flugzeugunglück', 'Kursverfall', 'Zusammenbruch', 'Schwarzer Freitag', 'Einbruch', 'Flugzeugabsturz', 'Börsenkrach', 'Börsenkrise']","['Zwangslage', 'Absturz', 'Niedergang', 'Missstand', 'Zwickmühle', 'Dilemma', 'Wahl zwischen Pest und Cholera', 'missliche Lage', 'verzwickte Situation', 'pendent', 'Schlamassel', 'Krise', 'Malaise', 'Kollaps', 'schlimmer Zustand', 'Problemsituation', 'Kalamität', 'zwischen Szylla und Charybdis', 'kritische Situation', 'Misere', 'liegt noch', 'Verhängnis', 'ungetan', 'Krisis', 'Zusammenbruch', 'unerledigt', 'noch nicht erledigt', 'Tragik']","['Zusammenbruch', 'Niedergang', 'Kollaps', 'Absturz', 'missliche Lage', 'kritische Situation', 'Zwangslage', 'Krisis', 'Missstand', 'Zwickmühle', 'zwischen Szylla und Charybdis', 'schlimmer Zustand', 'Wahl zwischen Pest und Cholera', 'Malaise', 'Krise', 'Problemsituation', 'verzwickte Situation', 'Tragik', 'Verhängnis', 'Misere', 'Kalamität', 'Dilemma', 'Schlamassel', 'ungetan', 'pendent', 'unerledigt', 'noch nicht erledigt', 'liegt noch']","['noise', 'sound', 'occurrence', 'occurrent', 'natural event', 'happening', 'event', 'abstraction', 'abstract entity', 'entity']",abstraction,"['ein lautes, sich wiederholendes Geräusch', 'ein schwerer Unfall (in der Regel mit einem oder mehreren Fahrzeugen)', 'ein plötzlicher starker Rückgang von Geschäften oder Aktienkursen (insbesondere einer, der weitere Ausfälle verursacht)']",[],[],crash,crash,crash,crash,,,,,,[],negative
klimamärchenonkel,dampfer,"['dampfers', 'dampfer', 'dampfern']",dampfer,m,"['klimadampfers', 'klimadampfer', 'klimadampfern']","['Ernüchterung', 'Schlag ins Kontor', 'Dampfer', 'Katzenjammer', 'Entmutigung', 'Dampfschiff', 'Dämpfer', 'lange Gesichter', 'kalte Dusche', 'Enttäuschung']","['sich kümmern um', 'jemandem behilflich sein', 'abfertigen', 'bedienen', 'sich einer Person annehmen', 'sich Zeit nehmen für', 'jemandem zu Diensten sein', 'verarzten']","['Gruppierung', 'Clusterung', 'Bündelung']","['discontent', 'discontentedness', 'discontentment', 'yearning', 'hungriness', 'longing', 'desire', 'feeling', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",person,"['ein Gefühl der Unzufriedenheit', 'ein Schiff, das von einer oder mehreren Dampfmaschinen angetrieben wird']",[],[],dampf,dampfer,dampf,dampf,,,,,,[],neutral
klimanotstandsregierung,demagoge,"['demagoge', 'demagogen']",demagoge,m,"['klimademagoge', 'klimademagogen']","['(geistiger) Brandstifter', 'Provokateur', 'Volksaufwiegler', 'Einpeitscher', 'Scharfmacher', 'Seelenvergifter', 'Aufhetzer', 'Hetzer', 'Volksverführer', 'Demagoge', 'Volksverhetzer', 'Aufwiegler', 'Aufrührer', 'Hassprediger', 'Brunnenvergifter', 'Agitator']","['Pfarrer', 'Mann Gottes', 'Gottesmann', 'Priester', 'Pfaffe', 'Schwarzrock', 'Prediger', 'Pastor', 'Volksvertreter', 'Politiker']","['Mann Gottes', 'Schwarzrock', 'Pfaffe', 'Gottesmann', 'Prediger', 'Priester', 'Pastor', 'Pfarrer', 'jemand', 'irgendjemand', 'jeder beliebige']","['knocker', 'depreciator', 'disparager', 'detractor', 'cynic', 'faultfinder', 'unpleasant person', 'disagreeable person', 'persona non grata', 'unwelcome person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'knocker', 'depreciator', 'disparager', 'detractor', 'cynic', 'faultfinder', 'unpleasant person', 'disagreeable person', 'persona non grata', 'unwelcome person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",group,"['jemand, der Hass gegen andere erregt']",[],"['aktivist', 'macher', 'prediger']",demagog,demagog,demagog,demagog,,,,,,"['aktivist', 'macher', 'prediger']",neutral
klimapanikmache,depression,"['depressionen', 'depression']",depression,f,"['klimadepressionen', 'klimadepression']","['(wirtschaftliche) Flaute', 'Senke', 'Wehmut', 'Melancholie', 'Konjunkturtief', 'Trübsal', 'Depri', 'Niedergeschlagenheit', 'Trübsinn', 'Wirtschaftskrise', 'Traurigkeit', 'schlechte Laune', 'depressive Erkrankung', 'Tristesse', 'depressive Episode', 'Schwermut', 'Miesepetrigkeit', 'Depression', 'depressive Störung']","['Zwangslage', 'Perlottierung', 'Missstand', 'Zwickmühle', 'Dilemma', 'Wahl zwischen Pest und Cholera', 'missliche Lage', 'verzwickte Situation', 'Tief', 'Störung', 'Schlamassel', 'Krise', 'Malaise', 'schlimmer Zustand', 'Problemsituation', 'Kalamität', 'Tiefdruckgebiet', 'zwischen Szylla und Charybdis', 'kritische Situation', 'Eindellung', 'Misere', 'Verhängnis', 'Krisis', 'Tragik']","['Störung', 'Tief', 'Tiefdruckgebiet', 'missliche Lage', 'kritische Situation', 'Zwangslage', 'Krisis', 'Missstand', 'Zwickmühle', 'zwischen Szylla und Charybdis', 'schlimmer Zustand', 'Wahl zwischen Pest und Cholera', 'Malaise', 'Krise', 'Problemsituation', 'verzwickte Situation', 'Tragik', 'Verhängnis', 'Misere', 'Kalamität', 'Dilemma', 'Schlamassel', 'Eindellung', 'Perlottierung']","['uncheerfulness', 'attribute', 'abstraction', 'abstract entity', 'entity']",action,"['die Eigenschaft von übermäßiger Traurigkeit und Unbeschwertheit', 'traurige Gefühle von Niedergeschlagenheit und Unzulänglichkeit', 'ein Zustand von Depression und Anhedonie, der so schwerwiegend ist, dass eine klinische Behandlung erforderlich ist', 'Herunterdrücken']",[],[],depressio,depress,depress,depression,,,,,,[],negative
klimapropagandafilm,dialektik,['dialektik'],dialektik,f,['klimadialektik'],"['Zweiheit', 'Polarität', 'Dichotomie', 'Dualismus', 'Kunst der Gesprächsführung', 'Logik', 'Dialektik', 'Kunst der Unterredung', 'Analytik']","['Forschung', 'Grundprinzip', 'Wissenschaft', 'logische Grundlage']","['Forschung', 'Wissenschaft', 'Grundprinzip', 'logische Grundlage', 'Grundprinzip', 'logische Grundlage', 'Grundprinzip', 'logische Grundlage']","['principle', 'rationale', 'explanation', 'thought process', 'mentation', 'intellection', 'cerebration', 'thought', 'thinking', 'higher cognitive process', 'operation', 'process', 'cognitive operation', 'cognitive process', 'mental process', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",abstraction,"['Die Lehre von den Gesetzen abgeleiteten Wissens.', 'jedes formale System der Argumentation, das durch den Austausch logischer Argumente zur Wahrheit gelangt', 'eine Beziehung zwischen zwei entgegengesetzten Eigenschaften oder Tendenzen']",[],[],dialektik,dialektik,dialektik,dialekt,,,,,,[],neutral
klimapäpstin,diktatur,"['diktaturen', 'diktatur']",diktatur,f,"['klimadiktaturen', 'klimadiktatur']","['Tyrannei', 'Diktatur', 'Schreckensherrschaft', 'Tyrannis', 'Terror', 'Zwangsherrschaft', 'Willkürherrschaft', 'Absolutismus', 'Despotie', 'Gewaltherrschaft', 'Despotismus']","['Alleinherrschaft', 'Autokratie']","['Autokratie', 'Alleinherrschaft']","['control', 'dominance', 'ascendence', 'ascendency', 'ascendance', 'ascendancy', 'condition', 'status', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",person,['Herrschaft durch Androhung von Strafe und Gewalt'],['tyrannei'],['tyrannei'],diktatur,diktatur,dikt,diktatur,,,,,,['tyrannei'],negative
klimarealist,diplomatie,['diplomatie'],diplomatie,f,['klimadiplomatie'],"['diplomatischen Kreise', 'Diplomatie']","['Dialogfenster', 'Dialogbox', 'Dialogfeld', 'Dialog']","['Dialog', 'Dialogfenster', 'Dialogbox', 'Dialogfeld']","['negotiation', 'talks', 'dialogue', 'give-and-take', 'word', 'discussion', 'spoken language', 'spoken communication', 'speech', 'oral communication', 'speech communication', 'voice communication', 'language', 'auditory communication', 'communication', 'abstraction', 'abstract entity', 'entity']",person,['Verhandlung zwischen Nationen'],[],[],diplomatie,diplomati,diplomaty,diplomati,,,,,,[],neutral
klimaretterin,dogma,"['dogmata', 'dogmen', 'dogmas', 'dogma']",dogma,n,"['klimadogmata', 'klimadogmen', 'klimadogmas', 'klimadogma']","['Lehre', 'Doktrin', 'Evangelium', 'Glaubenssatz', 'Lehrmeinung', 'Dogma']",[],[],"['philosophy', 'ism', 'school of thought', 'doctrine', 'philosophical system', 'belief', 'content', 'mental object', 'cognitive content', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",person,"['eine Doktrin, die gelehrt wird']",[],[],dogma,dogma,dogm,dogma,,,,,,[],neutral
klimaschänder,donna,"['donna', 'donnas', 'donnen']",donna,f,"['klimadonna', 'klimadonnas', 'klimadonnen']",[],[],[],,person,[],[],[],donna,donna,donn,donna,,,,,,[],neutral
klimaskeptikerin,dramatik,['dramatik'],dramatik,f,['klimadramatik'],"['handelnde Dichtung', 'Dramatik']",[],[],[],person,[None],[],[],dramatik,dramatik,dramatik,dramat,,,,,,[],negative
klimaskeptizismus,dürre,"['dürren', 'dürre']",dürre,f,"['klimadürren', 'klimadürre']","['Trockenheit', 'Dürre']",[],[],"['dryness', 'xerotes', 'waterlessness', 'condition', 'status', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,['ein Mangel an Niederschlägen'],[],[],durr,dürre,dürre,durr,,,,,,[],negative
klimataliban,elite,"['eliten', 'elite']",elite,f,"['klimaeliten', 'klimaelite']","['Auslese', '(sich lesen wie ein) Who is who', 'Spitze der Gesellschaft', 'Bestenauslese', 'Führungsschicht', 'erste Garde', 'Besten', 'Auswahl der Besten', 'Crème de la Crème', 'Elite', 'die Besten der Besten', 'Auswahl']","['mit ganzem Herzen dabei sein', 'sich den Arsch aufreißen', 'sich in die Sielen legen', 'Einsatz zeigen', 'Engagement erkennen lassen', 'vollen Einsatz zeigen', 'sich dahinterklemmen', 'sich auf die Hinterbeine stellen', 'sich ins Geschirr legen', 'sich alle Mühe geben', 'sich anstrengen', 'sich ins Zeug legen', 'alle Register ziehen', 'Engagement zeigen', 'alle Kräfte aufbieten', 'sich Arme und Beine ausreißen', 'alles daransetzen', 'ranklotzen', 'sich reinhängen', 'alle Kraft aufbieten', 'sein Bestes geben', 'seine ganze Energie einsetzen', 'Gas geben', 'sich Mühe geben', 'powern', 'sich reinknien', 'sich voll reinhängen', 'tun, was man kann', 'sich bemühen', 'sich große Mühe geben', 'reinklotzen']","['Versuch', 'Vorsatz', 'Unternehmung']","['upper class', 'upper crust', 'class', 'stratum', 'socio-economic class', 'social class', 'people', 'grouping', 'group', 'abstraction', 'abstract entity', 'entity']",group,"['eine Gruppe oder Klasse von Personen, die einen höheren intellektuellen, sozialen oder wirtschaftlichen Status haben', None]",[],[],eli,elit,elit,elit,,,,,,[],neutral
klimatraumatisierung,erkrankung,"['erkrankungen', 'erkrankung']",erkrankung,f,"['klimaerkrankungen', 'klimaerkrankung']","['Gebresten', 'gesundheitliche Beschwerden', 'Beschwerden', 'Gesundheitsprobleme', 'gesundheitliche Einschränkungen', 'Erkrankung', 'Siechtum', 'Gebrechen', 'Leiden', 'Krankheit', 'gesundheitliche Probleme', 'Gesundheitsbeschwerden']",[],[],"['pain', 'painfulness', 'feeling', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",action,['Gefühle von geistigem oder körperlichem Schmerz'],[],[],erkrankung,erkrankung,erkrankung,erkrank,,,,,,[],negative
klimaverblödung,ernsthaftigkeit,['ernsthaftigkeit'],ernsthaftigkeit,f,['klimaernsthaftigkeit'],"['Humorlosigkeit', 'Schwere', 'Seriosität', 'Authentizität', 'Schärfegrad', 'Aufrichtigkeit', 'Natürlichkeit', 'Glaubwürdigkeit', 'Redlichkeit', 'Ehrlichkeit', 'Schweregrad', 'Vertrauenswürdigkeit', 'Ernst', 'Ernsthaftigkeit']",[],[],"['credibleness', 'credibility', 'believability', 'quality', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,"['unbestrittene Glaubwürdigkeit', 'extreme Schlichtheit', 'die Eigenschaft, ehrlich zu sein']",[],[],ernsthaftigkei,ernsthaftigkeit,ernsthaftigkeit,ernsthaft,,,,,,[],neutral
klimaverdummung,erzählung,"['erzählungen', 'erzählung']",erzählung,f,"['klimaerzählungen', 'klimaerzählung']","['Erzählung', 'Story', 'Geschichte', 'Paradigma', 'Novelle', 'Narration']","['Unwahrheit', 'Lüge', 'Schutzbehauptung', 'Falschaussage']","['Schutzbehauptung', 'Lüge', 'Unwahrheit', 'Falschaussage', 'Schutzbehauptung', 'Lüge', 'Unwahrheit', 'Falschaussage']","['noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",abstraction,"['die Gesamtheit der schriftlich festgehaltenen Erinnerungen an die Vergangenheit; ein Wissensbestand', 'systematische Anordnung aller flektierten Formen eines Wortes']",[],['lüge'],erzahlung,erzählung,erzählung,erzahl,,,,,,['lüge'],neutral
klimawarner,establishment,"['establishments', 'establishment']",establishment,n,"['klimaestablishments', 'klimaestablishment']","['Schickimicki', 'Schickeria', 'Reichen und Schönen', 'gehobenen Stände', 'Schönen und Reichen', 'Hautevolee', 'die oberen Zehntausend', 'große Welt', 'bessere Gesellschaft', 'Upperclass', 'Oberschicht', 'High Snobiety', 'höhere Kreise', 'Crème de la Crème', 'Jetset', 'High Society', 'Happy Few', 'Jeunesse dorée', 'Oberklasse', 'bessere Kreise', 'Establishment']",[],[],"['taxonomic category', 'taxonomic group', 'taxon', 'biological group', 'grouping', 'group', 'abstraction', 'abstract entity', 'entity']",person,['(Biologie) eine taxonomische Klasse unterhalb eines Stammes und oberhalb einer Klasse'],[],[],establishm,establish,est,establishment,,,,,,[],neutral
klimazunft,ethik,"['ethik', 'ethiken']",ethik,f,"['klimaethik', 'klimaethiken']","['sittliche Werte', 'Tugendlehre', 'Sittlichkeit', 'moralische Werte', 'Wertmaßstäbe', 'Wertesystem', 'Moralvorstellungen', 'Morallehre', 'Wertvorstellungen', 'Moral', 'Ethik', 'Sittenlehre']","['Interesse', 'Motivation']","['Interesse', 'Motivation']","['philosophy', 'arts', 'humanities', 'liberal arts', 'humanistic discipline', 'subject', 'field', 'study', 'discipline', 'bailiwick', 'subject area', 'field of study', 'subject field', 'domain', 'knowledge base', 'knowledge domain', 'content', 'mental object', 'cognitive content', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",abstraction,"['das philosophische Studium der moralischen Werte und Regeln', 'ein System von Grundsätzen für Moral und akzeptables Verhalten']",[],[],ethik,ethik,ethik,ethik,,,,,,[],neutral
klimaüberhitzung,extremismus,"['extremismen', 'extremismus']",extremismus,m,"['klimaextremismen', 'klimaextremismus']","['Allgemeingültigkeit', 'Extremismus', 'Kompromisslosigkeit', 'Radikalität', 'Radikalismus', 'Rücksichtslosigkeit']","['Ideenlehre', 'Ideologie']","['Ideologie', 'Ideenlehre']","['political orientation', 'political theory', 'ideology', 'orientation', 'attitude', 'mental attitude', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",abstraction,"['die politische Ausrichtung derjenigen, die revolutionäre Veränderungen in Staat und Gesellschaft befürworten']",[],[],extremismu,extremismu,extremism,extremismus,,,,,,[],negative
klimafachkraft,fachkraft,"['fachkraft', 'fachkräfte', 'fachkräften']",fachkraft,f,"['klimafachkraft', 'klimafachkräfte', 'klimafachkräften']","['Kenner der Materie', 'Sachverständiger', 'Fachmann', 'Kenner', 'Routinier', 'Profi', 'Sachkenner', 'Fachkraft', 'Sachkundiger', 'Meister', 'vom Fach', 'Könner', 'Fässle', 'Experte']",[],[],"['ruler', 'swayer', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'ruler', 'swayer', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['eine Person, die allgemeine Autorität über andere hat']",[],[],fachkraf,fachkraft,fachkraft,fachkraft,,,,,,[],neutral
klimafanatiker,fanatiker,"['fanatiker', 'fanatikern', 'fanatikers']",fanatiker,m,"['klimafanatiker', 'klimafanatikern', 'klimafanatikers']","['Fanatiker', 'Eiferer', 'Zelot']",[],[],"['advocate', 'advocator', 'proponent', 'exponent', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'advocate', 'advocator', 'proponent', 'exponent', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,['ein glühender und sogar militanter Verfechter einer Sache'],[],[],fanatik,fanatik,fanatik,fanat,,,,,,[],negative
klimafeind,feind,"['feindes', 'feinds', 'feinde', 'feind', 'feinden']",feind,m,"['klimafeindes', 'klimafeinds', 'klimafeinde', 'klimafeind', 'klimafeinden']","['Sparringspartner', 'Opponent', 'Widerpart', 'Konterpart', 'Gegner', 'Frondeur', 'Neinsager', 'Widersacher', 'Gegenspieler', 'Rivale', 'Feind', 'Konkurrent', 'Kontrahent', 'Antagonist']","['Wettbewerber', 'Konkurrent', 'Mitbewerber', 'Marktbegleiter']","['jemand', 'irgendjemand', 'jeder beliebige']","['contestant', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'contestant', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['ein Kandidat, gegen den man antritt']",[],[],feind,feind,feind,feind,,,,,,[],negative
klimafestung,festung,"['festung', 'festungen']",festung,f,"['klimafestung', 'klimafestungen']","['Wehranlage', 'Fort', 'Bastion', 'Bollwerk', 'Wehr', 'Kastell', 'Fortifikation', 'Feste', 'Befestigung', 'Burg', 'Festung']","['Betriebsanlage', 'Errichtung', 'Anlage', 'Oppidum', 'Schanzanlage', 'Einteilung', 'Befestigungsanlage']","['Gerät', 'Anlage', 'Apparatur', 'Maschine', 'Apparat', 'Aggregat', 'Automat', 'Oppidum', 'Schanzanlage', 'Befestigungsanlage']","['defence', 'defensive structure', 'defense', 'construction', 'structure', 'artifact', 'artefact', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity']",person,"['eine stark befestigte Verteidigungsanlage', 'eine befestigte Verteidigungsanlage']",[],[],festung,festung,festung,festung,,,,,,[],neutral
klimafieber,fieber,"['fiebern', 'fieber', 'fiebers']",fieber,n,"['klimafiebern', 'klimafieber', 'klimafiebers']","['Pyrexie', 'Fieber', 'hohe Temperatur']",[],[],"['symptom', 'grounds', 'evidence', 'information', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",abstraction,['ein Anstieg der Körpertemperatur; häufig ein Symptom einer Infektion'],[],[],fieber,fieber,fieb,fieb,,,,,,[],negative
