original,second_part,noun_forms,lemma,genus,compound_forms,sim_words,wup_sim_words,related_words,hypernyms,definition,stem_cistem,stem_porter,stem_lancaster,stem_snowball,share_cistem,share_porter,share_lancaster,share_snowball,similar_words
Klimablödsinn,Blödsinn,"['Blödsinns', 'Blödsinn']",Blödsinn,m,"['Klimablödsinns', 'Klimablödsinn']","['gefasel', 'käse', 'quatsch', 'unfug', 'unsinn']","['gefasel', 'käse', 'quatsch', 'unfug', 'unsinn']","['Schwachsinn', 'Scheiße', 'Mist', 'Quark', 'Nonsens', 'Fez', 'Gelaber', 'Gefasel', 'dummes Zeug', 'Geschwafel', 'Gewäsch', 'Krampf', 'Kohl', 'Tinnef', 'Bockmist', 'Kiki', 'Widersinn', 'Unsinn', 'Käse', 'saudummes Zeug', 'Scheiß', 'Quatsch', 'Unfug', 'Kokolores', 'Schmarren', 'Schmäh', 'Blech', 'geistiger Dünnschiss', 'Quatsch mit Soße', 'Humbug', 'Stuss', 'dümmliches Gerede', 'Nonsense', 'geistiger Durchfall', 'Schmarrn', 'Schwachfug', 'Pillepalle', 'Pipifax', 'gequirlte Scheiße', 'Mumpitz', 'Bullshit', 'Driss', 'Kappes', 'Heckmeck', 'Papperlapapp', 'Schmonzes', 'Sottise', 'Schmu', 'Blödsinn', 'Firlefanz']","['Geplänkel', 'leeres Gerede', 'hohle Phrasen', 'Geseire', 'Geschwalle', 'Gerede', 'Gelaber', 'Gefasel', 'dummes Zeug', 'Schein-Tiefsinn', 'langweilige Rede', 'Blabla', 'Gemunkel', 'Geschwurbel', 'Luftblasen', 'Geschwafel', 'Sermon', 'Geschwätz', 'warme Worte', 'Gewäsch', 'Schmus', 'leere Worte', 'Geblubber']",['unsinniges Gerede oder Schreiben'],blodsinn,blödsinn,blödsinn,blodsinn,,,,,"['gefasel', 'käse', 'quatsch', 'unfug', 'unsinn']"
Klimabrandstifter,Brandstifter,"['Brandstifters', 'Brandstifter', 'Brandstiftern']",Brandstifter,m,"['Klimabrandstifters', 'Klimabrandstifter', 'Klimabrandstiftern']",[],"['gangster', 'verbrecher']","['Feuerleger', 'Brandleger', 'Brandstifter', 'Zündler', 'Feuerteufel', 'Pyromane']","['Verbrecher', 'Straftäter', 'Täter', 'schwerer Junge', 'Schächer', 'Krimineller', 'Gesetzesbrecher', 'kriminelles Element']","['ein Krimineller, der widerrechtlich Feuer legt']",brandstif,brandstift,brandstift,brandstift,,,,,[]
Klimabremser,Bremser,"['Bremser', 'Bremsers', 'Bremsern']",Bremser,m,"['Klimabremser', 'Klimabremsers', 'Klimabremsern']",['skeptiker'],"['apostel', 'argument', 'asyl', 'bankrott', 'bedenken', 'beeinflussung', 'besorgnis', 'betrüger', 'bibel', 'bigotterie', 'chaos', 'dampfer', 'depression', 'dogma', 'dramatik', 'dürre', 'elite', 'erkrankung', 'ernsthaftigkeit', 'establishment', 'fachkraft', 'fanatiker', 'fieber', 'fluch', 'freundin', 'front', 'gefahr', 'gerechtigkeit', 'glaube', 'gnom', 'gott', 'gunst', 'herausforderung', 'hokuspokus', 'ikone', 'insider', 'intelligenz', 'jünger', 'kampf', 'kanzler', 'kanzlerin', 'kataklysmus', 'klage', 'klempner', 'kleriker', 'kommissar', 'kompetenz', 'konfusion', 'kontrolle', 'krieger', 'kritik', 'kritiker', 'kult', 'königin', 'laie', 'lüge', 'manipulation', 'mantra', 'misere', 'monster', 'nationalismus', 'nonsens', 'notfall', 'notlage', 'orthodoxie', 'panikmache', 'papst', 'pflicht', 'planwirtschaft', 'polemik', 'prediger', 'presse', 'professor', 'propaganda', 'propagandist', 'pseudowissenschaft', 'päckchen', 'realismus', 'scharade', 'schmerz', 'schuld', 'schwindel', 'schwindler', 'schändung', 'sekte', 'skeptiker', 'spinner', 'stopp', 'streit', 'streiter', 'teppich', 'teufel', 'theater', 'tod', 'trash', 'unfähigkeit', 'ungerechtigkeit', 'verleugnung', 'vernunft', 'verstand', 'verteidigung', 'verweigerung', 'verwirrung', 'virus', 'wahn', 'wendehals', 'wirklichkeit', 'zar', 'zerstörer', 'zerstörung', 'zipfel', 'zwang']","['Defätist', 'Zweifler', 'Spielverderber', 'Pessimist', 'Skeptiker', 'Schwarzmaler', 'Unkenrufer', 'Bedenkenträger', 'Defaitist', 'Unheilsprophet', 'Schwarzseher', 'Bremser']",,"['jemand, der gewohnheitsmäßig an akzeptierten Überzeugungen zweifelt', 'eine personifizierte Abstraktion, die lehrt', 'ein Bahnangestellter, der für die Bremsen eines Zuges verantwortlich ist']",brem,bremser,brems,brems,,,,,['skeptiker']
Klimachaos,Chaos,['Chaos'],Chaos,n,['Klimachaos'],[],"['apostel', 'argument', 'asyl', 'bankrott', 'bedenken', 'beeinflussung', 'besorgnis', 'betrüger', 'bibel', 'bigotterie', 'bremser', 'dampfer', 'depression', 'dogma', 'dramatik', 'dürre', 'elite', 'erkrankung', 'ernsthaftigkeit', 'establishment', 'fachkraft', 'fanatiker', 'fieber', 'fluch', 'freundin', 'front', 'gefahr', 'gerechtigkeit', 'glaube', 'gnom', 'gott', 'gunst', 'herausforderung', 'hokuspokus', 'ikone', 'insider', 'intelligenz', 'jünger', 'kampf', 'kanzler', 'kanzlerin', 'kataklysmus', 'klage', 'klempner', 'kleriker', 'kommissar', 'kompetenz', 'konfusion', 'kontrolle', 'krieger', 'kritik', 'kritiker', 'kult', 'königin', 'laie', 'lüge', 'manipulation', 'mantra', 'misere', 'monster', 'nationalismus', 'nonsens', 'notfall', 'notlage', 'orthodoxie', 'panikmache', 'papst', 'pflicht', 'planwirtschaft', 'polemik', 'prediger', 'presse', 'professor', 'propaganda', 'propagandist', 'pseudowissenschaft', 'päckchen', 'realismus', 'scharade', 'schmerz', 'schuld', 'schwindel', 'schwindler', 'schändung', 'sekte', 'skeptiker', 'spinner', 'stopp', 'streit', 'streiter', 'teppich', 'teufel', 'theater', 'tod', 'trash', 'unfähigkeit', 'ungerechtigkeit', 'verleugnung', 'vernunft', 'verstand', 'verteidigung', 'verweigerung', 'verwirrung', 'virus', 'wahn', 'wendehals', 'wirklichkeit', 'zar', 'zerstörer', 'zerstörung', 'zipfel', 'zwang']","['Gemisch', 'Dschungel', 'Mix', 'Tohuwabohu', 'Gewirr', 'Kuddelmuddel', 'Wirrnis', 'Unordnung', 'Wirrwarr', '(wüstes / regelloses / wildes) Durcheinander', 'Sammelsurium', 'Chaos', 'Wust', 'Gemenge', 'Salat', 'Mischmasch', '(wilde) Mischung']",,"['eine verworrene Vielzahl von Dingen', 'ein Zustand der Verwirrung und Unordnung']",chao,chao,chao,chaos,,,,,[]
Klimacrash,Crash,"['Crashs', 'Crash', 'Crashes']",Crash,m,"['Klimacrashs', 'Klimacrash', 'Klimacrashes']",[],[],"['Flugzeugunglück', 'Crash', 'Flugzeugabsturz']","['Zusammenbruch', 'Niedergang', 'Kollaps', 'Absturz']","['ein lautes, sich wiederholendes Geräusch', 'ein schwerer Unfall (in der Regel mit einem oder mehreren Fahrzeugen)', 'ein plötzlicher starker Rückgang von Geschäften oder Aktienkursen (insbesondere einer, der weitere Ausfälle verursacht)']",crash,crash,crash,crash,,,,,[]
Klimadampfer,Dampfer,"['Dampfer', 'Dampfern', 'Dampfers']",Dampfer,m,"['Klimadampfer', 'Klimadampfern', 'Klimadampfers']",[],"['apostel', 'argument', 'asyl', 'bankrott', 'bedenken', 'beeinflussung', 'besorgnis', 'betrüger', 'bibel', 'bigotterie', 'bremser', 'chaos', 'depression', 'dogma', 'dramatik', 'dürre', 'elite', 'erkrankung', 'ernsthaftigkeit', 'establishment', 'fachkraft', 'fanatiker', 'fieber', 'fluch', 'freundin', 'front', 'gefahr', 'gerechtigkeit', 'glaube', 'gnom', 'gott', 'gunst', 'herausforderung', 'hokuspokus', 'ikone', 'insider', 'intelligenz', 'jünger', 'kampf', 'kanzler', 'kanzlerin', 'kataklysmus', 'klage', 'klempner', 'kleriker', 'kommissar', 'kompetenz', 'konfusion', 'kontrolle', 'krieger', 'kritik', 'kritiker', 'kult', 'königin', 'laie', 'lüge', 'manipulation', 'mantra', 'misere', 'monster', 'nationalismus', 'nonsens', 'notfall', 'notlage', 'orthodoxie', 'panikmache', 'papst', 'pflicht', 'planwirtschaft', 'polemik', 'prediger', 'presse', 'professor', 'propaganda', 'propagandist', 'pseudowissenschaft', 'päckchen', 'realismus', 'scharade', 'schmerz', 'schuld', 'schwindel', 'schwindler', 'schändung', 'sekte', 'skeptiker', 'spinner', 'stopp', 'streit', 'streiter', 'teppich', 'teufel', 'theater', 'tod', 'trash', 'unfähigkeit', 'ungerechtigkeit', 'verleugnung', 'vernunft', 'verstand', 'verteidigung', 'verweigerung', 'verwirrung', 'virus', 'wahn', 'wendehals', 'wirklichkeit', 'zar', 'zerstörer', 'zerstörung', 'zipfel', 'zwang']","['Entmutigung', 'Ernüchterung', 'Katzenjammer', 'lange Gesichter', 'Dämpfer', 'Enttäuschung', 'kalte Dusche', 'Schlag ins Kontor']",,"['ein Schiff, das von einer oder mehreren Dampfmaschinen angetrieben wird']",dampf,dampfer,dampf,dampf,,,,,[]
Klimademagoge,Demagoge,"['Demagoge', 'Demagogen']",Demagoge,m,"['Klimademagoge', 'Klimademagogen']",['prediger'],"['aktivist', 'macher', 'milliardär', 'prediger']","['Aufrührer', 'Volksaufwiegler', 'Volksverhetzer', 'Brunnenvergifter', 'Agitator', 'Einpeitscher', 'Volksverführer', 'Hetzer', 'Provokateur', '(geistiger) Brandstifter', 'Hassprediger', 'Seelenvergifter', 'Demagoge', 'Scharfmacher', 'Aufwiegler', 'Aufhetzer']","['Volksvertreter', 'Politiker']","['jemand, der Hass gegen andere erregt']",demagog,demagog,demagog,demagog,,,,,['prediger']
Klimadepression,Depression,"['Depressionen', 'Depression']",Depression,f,"['Klimadepressionen', 'Klimadepression']",[],"['apostel', 'argument', 'asyl', 'bankrott', 'bedenken', 'beeinflussung', 'besorgnis', 'betrüger', 'bibel', 'bigotterie', 'bremser', 'chaos', 'dampfer', 'dogma', 'dramatik', 'dürre', 'elite', 'erkrankung', 'ernsthaftigkeit', 'establishment', 'fachkraft', 'fanatiker', 'fieber', 'fluch', 'freundin', 'front', 'gefahr', 'gerechtigkeit', 'glaube', 'gnom', 'gott', 'gunst', 'herausforderung', 'hokuspokus', 'ikone', 'insider', 'intelligenz', 'jünger', 'kampf', 'kanzler', 'kanzlerin', 'kataklysmus', 'klage', 'klempner', 'kleriker', 'kommissar', 'kompetenz', 'konfusion', 'kontrolle', 'krieger', 'kritik', 'kritiker', 'kult', 'königin', 'laie', 'lüge', 'manipulation', 'mantra', 'misere', 'monster', 'nationalismus', 'nonsens', 'notfall', 'notlage', 'orthodoxie', 'panikmache', 'papst', 'pflicht', 'planwirtschaft', 'polemik', 'prediger', 'presse', 'professor', 'propaganda', 'propagandist', 'pseudowissenschaft', 'päckchen', 'realismus', 'scharade', 'schmerz', 'schuld', 'schwindel', 'schwindler', 'schändung', 'sekte', 'skeptiker', 'spinner', 'stopp', 'streit', 'streiter', 'teppich', 'teufel', 'theater', 'tod', 'trash', 'unfähigkeit', 'ungerechtigkeit', 'verleugnung', 'vernunft', 'verstand', 'verteidigung', 'verweigerung', 'verwirrung', 'virus', 'wahn', 'wendehals', 'wirklichkeit', 'zar', 'zerstörer', 'zerstörung', 'zipfel', 'zwang']","['Traurigkeit', 'Schwermut', 'Melancholie', 'Trübsinn', 'Tristesse', 'Trübsal', 'Wehmut', 'Niedergeschlagenheit', 'Depri', 'schlechte Laune', 'Miesepetrigkeit', 'Depression']",,"['die Eigenschaft von übermäßiger Traurigkeit und Unbeschwertheit', 'traurige Gefühle von Niedergeschlagenheit und Unzulänglichkeit', 'ein Zustand von Depression und Anhedonie, der so schwerwiegend ist, dass eine klinische Behandlung erforderlich ist', 'Herunterdrücken']",depressio,depress,depress,depression,,,,,[]
Klimadialektik,Dialektik,['Dialektik'],Dialektik,f,['Klimadialektik'],[],[],"['Logik', 'Analytik', 'Dialektik']","['Grundprinzip', 'logische Grundlage']","['Die Lehre von den Gesetzen abgeleiteten Wissens.', 'jedes formale System der Argumentation, das durch den Austausch logischer Argumente zur Wahrheit gelangt', 'eine Beziehung zwischen zwei entgegengesetzten Eigenschaften oder Tendenzen']",dialektik,dialektik,dialektik,dialekt,,,,,[]
Klimadiktatur,Diktatur,"['Diktaturen', 'Diktatur']",Diktatur,f,"['Klimadiktaturen', 'Klimadiktatur']",['tyrannei'],['tyrannei'],"['Despotismus', 'Gewaltherrschaft', 'Willkürherrschaft', 'Zwangsherrschaft', 'Schreckensherrschaft', 'Tyrannei', 'Diktatur', 'Absolutismus', 'Tyrannis', 'Despotie', 'Terror']","['Autokratie', 'Alleinherrschaft']",['Herrschaft durch Androhung von Strafe und Gewalt'],diktatur,diktatur,dikt,diktatur,,,,,['tyrannei']
Klimadiplomatie,Diplomatie,['Diplomatie'],Diplomatie,f,['Klimadiplomatie'],[],[],"['diplomatischen Kreise', 'Diplomatie']","['Dialog', 'Dialogfenster', 'Dialogbox', 'Dialogfeld']",['Verhandlung zwischen Nationen'],diplomatie,diplomati,diplomaty,diplomati,,,,,[]
Klimadogma,Dogma,"['Dogmen', 'Dogmata', 'Dogma', 'Dogmas']",Dogma,n,"['Klimadogmen', 'Klimadogmata', 'Klimadogma', 'Klimadogmas']",[],"['apostel', 'argument', 'asyl', 'bankrott', 'bedenken', 'beeinflussung', 'besorgnis', 'betrüger', 'bibel', 'bigotterie', 'bremser', 'chaos', 'dampfer', 'depression', 'dramatik', 'dürre', 'elite', 'erkrankung', 'ernsthaftigkeit', 'establishment', 'fachkraft', 'fanatiker', 'fieber', 'fluch', 'freundin', 'front', 'gefahr', 'gerechtigkeit', 'glaube', 'gnom', 'gott', 'gunst', 'herausforderung', 'hokuspokus', 'ikone', 'insider', 'intelligenz', 'jünger', 'kampf', 'kanzler', 'kanzlerin', 'kataklysmus', 'klage', 'klempner', 'kleriker', 'kommissar', 'kompetenz', 'konfusion', 'kontrolle', 'krieger', 'kritik', 'kritiker', 'kult', 'königin', 'laie', 'lüge', 'manipulation', 'mantra', 'misere', 'monster', 'nationalismus', 'nonsens', 'notfall', 'notlage', 'orthodoxie', 'panikmache', 'papst', 'pflicht', 'planwirtschaft', 'polemik', 'prediger', 'presse', 'professor', 'propaganda', 'propagandist', 'pseudowissenschaft', 'päckchen', 'realismus', 'scharade', 'schmerz', 'schuld', 'schwindel', 'schwindler', 'schändung', 'sekte', 'skeptiker', 'spinner', 'stopp', 'streit', 'streiter', 'teppich', 'teufel', 'theater', 'tod', 'trash', 'unfähigkeit', 'ungerechtigkeit', 'verleugnung', 'vernunft', 'verstand', 'verteidigung', 'verweigerung', 'verwirrung', 'virus', 'wahn', 'wendehals', 'wirklichkeit', 'zar', 'zerstörer', 'zerstörung', 'zipfel', 'zwang']","['Lehre', 'Dogma', 'Doktrin', 'Lehrmeinung', 'Glaubenssatz', 'Evangelium']",,"['eine Doktrin, die gelehrt wird']",dogma,dogma,dogm,dogma,,,,,[]
Klimadonna,Donna,"['Donna', 'Donnas', 'Donnen']",Donna,f,"['Klimadonna', 'Klimadonnas', 'Klimadonnen']",[],[],,,[],donna,donna,donn,donna,,,,,[]
Klimadramatik,Dramatik,['Dramatik'],Dramatik,f,['Klimadramatik'],[],"['apostel', 'argument', 'asyl', 'bankrott', 'bedenken', 'beeinflussung', 'besorgnis', 'betrüger', 'bibel', 'bigotterie', 'bremser', 'chaos', 'dampfer', 'depression', 'dogma', 'dürre', 'elite', 'erkrankung', 'ernsthaftigkeit', 'establishment', 'fachkraft', 'fanatiker', 'fieber', 'fluch', 'freundin', 'front', 'gefahr', 'gerechtigkeit', 'glaube', 'gnom', 'gott', 'gunst', 'herausforderung', 'hokuspokus', 'ikone', 'insider', 'intelligenz', 'jünger', 'kampf', 'kanzler', 'kanzlerin', 'kataklysmus', 'klage', 'klempner', 'kleriker', 'kommissar', 'kompetenz', 'konfusion', 'kontrolle', 'krieger', 'kritik', 'kritiker', 'kult', 'königin', 'laie', 'lüge', 'manipulation', 'mantra', 'misere', 'monster', 'nationalismus', 'nonsens', 'notfall', 'notlage', 'orthodoxie', 'panikmache', 'papst', 'pflicht', 'planwirtschaft', 'polemik', 'prediger', 'presse', 'professor', 'propaganda', 'propagandist', 'pseudowissenschaft', 'päckchen', 'realismus', 'scharade', 'schmerz', 'schuld', 'schwindel', 'schwindler', 'schändung', 'sekte', 'skeptiker', 'spinner', 'stopp', 'streit', 'streiter', 'teppich', 'teufel', 'theater', 'tod', 'trash', 'unfähigkeit', 'ungerechtigkeit', 'verleugnung', 'vernunft', 'verstand', 'verteidigung', 'verweigerung', 'verwirrung', 'virus', 'wahn', 'wendehals', 'wirklichkeit', 'zar', 'zerstörer', 'zerstörung', 'zipfel', 'zwang']","['handelnde Dichtung', 'Dramatik']",,[None],dramatik,dramatik,dramatik,dramat,,,,,[]
Klimadürre,Dürre,"['Dürren', 'Dürre']",Dürre,f,"['Klimadürren', 'Klimadürre']",[],"['apostel', 'argument', 'asyl', 'bankrott', 'bedenken', 'beeinflussung', 'besorgnis', 'betrüger', 'bibel', 'bigotterie', 'bremser', 'chaos', 'dampfer', 'depression', 'dogma', 'dramatik', 'elite', 'erkrankung', 'ernsthaftigkeit', 'establishment', 'fachkraft', 'fanatiker', 'fieber', 'fluch', 'freundin', 'front', 'gefahr', 'gerechtigkeit', 'glaube', 'gnom', 'gott', 'gunst', 'herausforderung', 'hokuspokus', 'ikone', 'insider', 'intelligenz', 'jünger', 'kampf', 'kanzler', 'kanzlerin', 'kataklysmus', 'klage', 'klempner', 'kleriker', 'kommissar', 'kompetenz', 'konfusion', 'kontrolle', 'krieger', 'kritik', 'kritiker', 'kult', 'königin', 'laie', 'lüge', 'manipulation', 'mantra', 'misere', 'monster', 'nationalismus', 'nonsens', 'notfall', 'notlage', 'orthodoxie', 'panikmache', 'papst', 'pflicht', 'planwirtschaft', 'polemik', 'prediger', 'presse', 'professor', 'propaganda', 'propagandist', 'pseudowissenschaft', 'päckchen', 'realismus', 'scharade', 'schmerz', 'schuld', 'schwindel', 'schwindler', 'schändung', 'sekte', 'skeptiker', 'spinner', 'stopp', 'streit', 'streiter', 'teppich', 'teufel', 'theater', 'tod', 'trash', 'unfähigkeit', 'ungerechtigkeit', 'verleugnung', 'vernunft', 'verstand', 'verteidigung', 'verweigerung', 'verwirrung', 'virus', 'wahn', 'wendehals', 'wirklichkeit', 'zar', 'zerstörer', 'zerstörung', 'zipfel', 'zwang']","['Trockenheit', 'Dürre']",,['ein Mangel an Niederschlägen'],durr,dürre,dürre,durr,,,,,[]
Klimaelite,Elite,"['Eliten', 'Elite']",Elite,f,"['Klimaeliten', 'Klimaelite']",[],"['apostel', 'argument', 'asyl', 'bankrott', 'bedenken', 'beeinflussung', 'besorgnis', 'betrüger', 'bibel', 'bigotterie', 'bremser', 'chaos', 'dampfer', 'depression', 'dogma', 'dramatik', 'dürre', 'erkrankung', 'ernsthaftigkeit', 'establishment', 'fachkraft', 'fanatiker', 'fieber', 'fluch', 'freundin', 'front', 'gefahr', 'gerechtigkeit', 'glaube', 'gnom', 'gott', 'gunst', 'herausforderung', 'hokuspokus', 'ikone', 'insider', 'intelligenz', 'jünger', 'kampf', 'kanzler', 'kanzlerin', 'kataklysmus', 'klage', 'klempner', 'kleriker', 'kommissar', 'kompetenz', 'konfusion', 'kontrolle', 'krieger', 'kritik', 'kritiker', 'kult', 'königin', 'laie', 'lüge', 'manipulation', 'mantra', 'misere', 'monster', 'nationalismus', 'nonsens', 'notfall', 'notlage', 'orthodoxie', 'panikmache', 'papst', 'pflicht', 'planwirtschaft', 'polemik', 'prediger', 'presse', 'professor', 'propaganda', 'propagandist', 'pseudowissenschaft', 'päckchen', 'realismus', 'scharade', 'schmerz', 'schuld', 'schwindel', 'schwindler', 'schändung', 'sekte', 'skeptiker', 'spinner', 'stopp', 'streit', 'streiter', 'teppich', 'teufel', 'theater', 'tod', 'trash', 'unfähigkeit', 'ungerechtigkeit', 'verleugnung', 'vernunft', 'verstand', 'verteidigung', 'verweigerung', 'verwirrung', 'virus', 'wahn', 'wendehals', 'wirklichkeit', 'zar', 'zerstörer', 'zerstörung', 'zipfel', 'zwang']","['Elite', 'Spitze der Gesellschaft', 'die Besten der Besten', 'Führungsschicht', 'Crème de la Crème', 'Auswahl der Besten']",,"['eine Gruppe oder Klasse von Personen, die einen höheren intellektuellen, sozialen oder wirtschaftlichen Status haben', None]",eli,elit,elit,elit,,,,,[]
Klimaerkrankung,Erkrankung,"['Erkrankungen', 'Erkrankung']",Erkrankung,f,"['Klimaerkrankungen', 'Klimaerkrankung']",[],"['apostel', 'argument', 'asyl', 'bankrott', 'bedenken', 'beeinflussung', 'besorgnis', 'betrüger', 'bibel', 'bigotterie', 'bremser', 'chaos', 'dampfer', 'depression', 'dogma', 'dramatik', 'dürre', 'elite', 'ernsthaftigkeit', 'establishment', 'fachkraft', 'fanatiker', 'fieber', 'fluch', 'freundin', 'front', 'gefahr', 'gerechtigkeit', 'glaube', 'gnom', 'gott', 'gunst', 'herausforderung', 'hokuspokus', 'ikone', 'insider', 'intelligenz', 'jünger', 'kampf', 'kanzler', 'kanzlerin', 'kataklysmus', 'klage', 'klempner', 'kleriker', 'kommissar', 'kompetenz', 'konfusion', 'kontrolle', 'krieger', 'kritik', 'kritiker', 'kult', 'königin', 'laie', 'lüge', 'manipulation', 'mantra', 'misere', 'monster', 'nationalismus', 'nonsens', 'notfall', 'notlage', 'orthodoxie', 'panikmache', 'papst', 'pflicht', 'planwirtschaft', 'polemik', 'prediger', 'presse', 'professor', 'propaganda', 'propagandist', 'pseudowissenschaft', 'päckchen', 'realismus', 'scharade', 'schmerz', 'schuld', 'schwindel', 'schwindler', 'schändung', 'sekte', 'skeptiker', 'spinner', 'stopp', 'streit', 'streiter', 'teppich', 'teufel', 'theater', 'tod', 'trash', 'unfähigkeit', 'ungerechtigkeit', 'verleugnung', 'vernunft', 'verstand', 'verteidigung', 'verweigerung', 'verwirrung', 'virus', 'wahn', 'wendehals', 'wirklichkeit', 'zar', 'zerstörer', 'zerstörung', 'zipfel', 'zwang']","['Krankheit', 'Beschwerden', 'Gesundheitsbeschwerden', 'Leiden', 'Siechtum', 'Erkrankung', 'Gebrechen', 'Gesundheitsprobleme', 'gesundheitliche Beschwerden', 'Gebresten', 'gesundheitliche Einschränkungen', 'gesundheitliche Probleme']",,['Gefühle von geistigem oder körperlichem Schmerz'],erkrankung,erkrankung,erkrankung,erkrank,,,,,[]
Klimaernsthaftigkeit,Ernsthaftigkeit,['Ernsthaftigkeit'],Ernsthaftigkeit,f,['Klimaernsthaftigkeit'],[],"['apostel', 'argument', 'asyl', 'bankrott', 'bedenken', 'beeinflussung', 'besorgnis', 'betrüger', 'bibel', 'bigotterie', 'bremser', 'chaos', 'dampfer', 'depression', 'dogma', 'dramatik', 'dürre', 'elite', 'erkrankung', 'establishment', 'fachkraft', 'fanatiker', 'fieber', 'fluch', 'freundin', 'front', 'gefahr', 'gerechtigkeit', 'glaube', 'gnom', 'gott', 'gunst', 'herausforderung', 'hokuspokus', 'ikone', 'insider', 'intelligenz', 'jünger', 'kampf', 'kanzler', 'kanzlerin', 'kataklysmus', 'klage', 'klempner', 'kleriker', 'kommissar', 'kompetenz', 'konfusion', 'kontrolle', 'krieger', 'kritik', 'kritiker', 'kult', 'königin', 'laie', 'lüge', 'manipulation', 'mantra', 'misere', 'monster', 'nationalismus', 'nonsens', 'notfall', 'notlage', 'orthodoxie', 'panikmache', 'papst', 'pflicht', 'planwirtschaft', 'polemik', 'prediger', 'presse', 'professor', 'propaganda', 'propagandist', 'pseudowissenschaft', 'päckchen', 'realismus', 'scharade', 'schmerz', 'schuld', 'schwindel', 'schwindler', 'schändung', 'sekte', 'skeptiker', 'spinner', 'stopp', 'streit', 'streiter', 'teppich', 'teufel', 'theater', 'tod', 'trash', 'unfähigkeit', 'ungerechtigkeit', 'verleugnung', 'vernunft', 'verstand', 'verteidigung', 'verweigerung', 'verwirrung', 'virus', 'wahn', 'wendehals', 'wirklichkeit', 'zar', 'zerstörer', 'zerstörung', 'zipfel', 'zwang']","['Humorlosigkeit', 'Ernst', 'Ernsthaftigkeit']",,"['unbestrittene Glaubwürdigkeit', 'extreme Schlichtheit', 'die Eigenschaft, ehrlich zu sein']",ernsthaftigkei,ernsthaftigkeit,ernsthaftigkeit,ernsthaft,,,,,[]
Klimaerzählung,Erzählung,"['Erzählung', 'Erzählungen']",Erzählung,f,"['Klimaerzählung', 'Klimaerzählungen']",['lüge'],['lüge'],"['Geschichte', 'Erzählung', 'Novelle', 'Story', 'Narration']","['Schutzbehauptung', 'Lüge', 'Unwahrheit', 'Falschaussage']","['die Gesamtheit der schriftlich festgehaltenen Erinnerungen an die Vergangenheit; ein Wissensbestand', 'systematische Anordnung aller flektierten Formen eines Wortes']",erzahlung,erzählung,erzählung,erzahl,,,,,['lüge']
